"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","Uczelnia"
"401",92,400507481,"2024-01-27 00:53:06","2024-01-27 01:05:26","00:12:20","00:12:20","Historia",NA,"Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet Warszawski","Tak","7. Wysoka satysfakcja","","7","6","5","7","7","7",1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"","Tradycja","Wiara i duchowość","Wolność poglądów","Rozwijanie się duchowo","Połączenie nauki z tradycyjnymi wartościami","Atmosfera","4","7","7","7","6","4","7","Trudno powiedzieć","7","7","7","7","5","7","6","4","4","7","7","Trudno powiedzieć","7","7","5","7","7","7","6","6","Trudno powiedzieć","6","Kobieta","Solec","Wieś","mazowieckie","Nie pracuję",1,0,0,0,0,0,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com/","00:00:10","00:00:11","00:00:18","00:00:12","","","00:00:08","","00:00:04","00:00:09","00:00:21","","00:00:56","00:01:36","00:00:20","00:01:29","00:00:32","00:00:22","00:02:02","00:00:45","00:01:03","00:00:50","00:00:22","00:00:27","00:00:03","UKSW"
"402",93,400555442,"2024-01-27 08:06:54","2024-01-27 08:19:49","00:12:55","00:12:55","Prawo",NA,"Stacjonarne","Jednolite studia magisterskie","","","Pierwszy","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Warszawski","Nie","","Tak","4","Sposób prowadzenia zajęć przez niektórych wykładowców.","6","5","7","Nie jest to dla mnie istotne","Trudno powiedzieć","Trudno powiedzieć",0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"","Otwartość","Ludzie","Zaangażowanie","Położenie uczelni","Miejsce w rankingach","Procent osób specjalizujących się w zawodzie po ukończeniu studiów","5","Trudno powiedzieć","Trudno powiedzieć","5","Trudno powiedzieć","Trudno powiedzieć","1","Trudno powiedzieć","Trudno powiedzieć","5","5","4","4","6","Trudno powiedzieć","1","7","5","6","Trudno powiedzieć","1","4","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","5","7","5","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Błonie","Miasto do 19 999 mieszkańców","mazowieckie","Nie pracuję",0,0,0,0,1,0,0,"",0,"","PC",NA,NA,"","00:00:06","00:00:12","00:00:05","","","00:00:04","00:00:09","00:00:15","00:00:04","","00:00:27","00:00:59","00:00:52","00:00:39","00:00:27","00:01:09","00:01:11","00:00:14","00:01:20","00:00:54","00:01:12","00:00:29","00:01:54","00:00:09","00:00:04","UKSW"
"403",94,400559015,"2024-01-27 10:09:03","2024-01-27 10:19:50","00:10:47","00:10:47","Bibliotekarstwo",NA,"Stacjonarne","Drugi","","Drugi","","To jest uczelnia pierwszego wyboru","","Tak","Wyższa Szkoła Zarządzania w Gdańsku","Nie","7. Wysoka satysfakcja","","7","7","7","Nie jest to dla mnie istotne","7","Trudno powiedzieć",0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,"","Tradycja","Nowoczesność","Przyjazność","Ukierunkowanie","Tradycja","Prestiż","7","6","5","7","7","4","5","4","4","7","5","6","6","7","4","4","4","7","7","6","4","5","6","7","5","6","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Wolę nie podawać","Warszawa","Miasto 500 000 i więcej mieszkańców","mazowieckie","Pracuję na etat (pełny lub część)",0,0,1,0,0,0,0,"",0,"","Mobile",NA,NA,"https://poczta.wp.pl/","00:00:12","00:00:14","00:00:09","","00:00:04","","00:00:07","","00:00:04","00:00:23","00:00:20","","00:01:00","00:00:36","00:00:35","00:00:46","00:01:13","00:00:05","00:01:35","00:01:09","00:00:48","00:00:31","00:00:32","00:00:22","00:00:02","UKSW"
"404",95,400568570,"2024-01-27 13:33:15","2024-01-27 14:14:01","00:40:46","00:40:46","Prawo kanoniczne",NA,"Niestacjonarne","Jednolite studia magisterskie","","","Piąty","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Papieski Jana Pawła II w Krakowie","Tak","Politechnika Łódzka","Tak","7. Wysoka satysfakcja","","7","6","7","6","6","6",1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,"","A","A","A","A","A","A","5","6","6","5","6","5","7","6","6","5","5","5","5","6","6","6","7","5","6","6","5","5","5","5","6","6","7","7","7","7","Mężczyzna","Łódź","Miasto 500 000 i więcej mieszkańców","łódzkie","Pracuję na etat (pełny lub część)",1,0,0,0,0,0,0,"",0,"","Mobile",NA,NA,"","00:33:09","00:00:14","00:00:13","","","00:00:04","00:00:10","00:01:09","00:00:07","00:00:17","00:00:10","","00:00:27","00:00:51","00:00:23","00:00:17","00:00:04","00:00:03","00:00:52","00:00:35","00:00:53","00:00:15","00:00:24","00:00:06","00:00:03","UKSW"
"405",96,400570640,"2024-01-27 14:59:41","2024-01-27 15:11:59","00:12:18","00:12:18","Archiwistyka i zarządzanie dokumentacją",NA,"Stacjonarne","Pierwszy","Pierwszy","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Warszawski","Tak","Uniwersytet Warszawski","Tak","5","Poszerzenie oferty języków obcych w ramach lektoratów oraz zajęć ogólnouczelnianych (OGUNów) w taki sposób, aby obejmowały więcej dziedzin, którymi interesują się studenci","5","6","6","Nie jest to dla mnie istotne","6","Trudno powiedzieć",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"","Charakter prowadzenia zajęć","Uczęszczający studenci","Lokalizacja","Oferta kierunków","Łatwość w komunikacji z administracją","","5","7","6","4","4","3","7","2","1","4","6","6","7","6","Trudno powiedzieć","3","7","2","5","Trudno powiedzieć","1","5","5","Trudno powiedzieć","5","7","Trudno powiedzieć","Trudno powiedzieć","2","Trudno powiedzieć","Kobieta","Warszawa","Miasto 500 000 i więcej mieszkańców","mazowieckie","Nie pracuję",0,0,0,0,0,0,1,"Agnostyk",0,"","Mobile",NA,NA,"","00:00:05","00:00:13","00:00:06","00:00:02","","","00:00:05","00:00:08","00:00:04","00:00:06","00:00:13","00:02:07","00:00:39","00:00:30","00:00:20","00:01:26","00:02:19","00:00:09","00:00:50","00:00:37","00:00:43","00:00:20","00:00:46","00:00:25","00:00:05","UKSW"
"406",97,400585403,"2024-01-28 00:16:37","2024-01-28 00:29:56","00:13:19","00:13:19","Archiwistyka i zarządzanie dokumentacją",NA,"Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Nie","","Nie","1. Niska satysfakcja","...","Nie jest to dla mnie istotne","3","Nie jest to dla mnie istotne","Trudno powiedzieć","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Z niczym mi się uczelnia kojarzy.","Brak wiedzy o innych uczelniach","...","...","Brak żadnych takich cech...","...","...","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Mężczyzna","Warszawa","Miasto 500 000 i więcej mieszkańców","mazowieckie","Nie pracuję",0,1,0,0,0,0,0,"",0,"...","PC",NA,NA,"","00:00:52","00:00:19","00:00:29","00:00:01","","","00:00:14","","00:00:04","","00:00:31","00:01:59","00:01:14","00:00:40","00:02:40","00:00:44","00:00:37","00:00:20","00:00:25","00:00:27","00:00:24","00:00:10","00:00:34","00:00:24","00:00:11","UKSW"
"407",98,400585469,"2024-01-28 00:36:22","2024-01-28 00:46:39","00:10:17","00:10:17","Chemia",NA,"Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Nie","","Nie","2","Zajęcia powinny być bardziej związane z moim kierunkiem.","4","3","3","Nie jest to dla mnie istotne","2","Trudno powiedzieć",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","W większości studenci są miło traktowani","","","Dobre traktowanie studentów","Możliwość zaparkowania na kampusie","","3","5","7","4","3","2","6","1","1","Trudno powiedzieć","6","3","Trudno powiedzieć","2","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","3","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","5","5","Trudno powiedzieć","Trudno powiedzieć","6","Trudno powiedzieć","3","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Warszawa","Miasto 500 000 i więcej mieszkańców","mazowieckie","Nie pracuję",0,0,0,1,0,0,0,"",0,"","Mobile",NA,NA,"android-app://com.google.android.gm/","00:00:10","00:00:08","00:00:05","00:00:04","","","00:00:19","","00:00:06","","00:00:14","00:00:33","00:00:50","00:00:42","00:00:32","00:01:47","00:00:56","00:00:17","00:01:05","00:00:46","00:00:37","00:00:27","00:00:23","00:00:14","00:00:03","UKSW"
"408",99,400726553,"2024-01-28 11:12:01","2024-01-28 11:25:13","00:13:12","00:13:12","Prawo kanoniczne",NA,"Niestacjonarne","Jednolite studia magisterskie","","","Piąty","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet Mikołaja Kopernika w Toruniu","Tak","5","Rozłożenie zaliczeń/egzaminów w okolicy sesji na studiach niestacjonarnych, a także umożliwienie przystępowania do wszystkich egzaminów zdalnie na studiach niestacjonarnych, co byłoby dużym ułatwieniem dla osób dojeżdżających (każdy przyjazd wiąże się z kosztami transportu, noclegu i wyżywienia).","6","6","6","7","Trudno powiedzieć","Trudno powiedzieć",1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"","Wspólnota","Wiara","Otwartość","Dostępność kierunku w trybie niestacjonarnym","Dobra lokalizacja","Dobra opinia","6","6","6","7","6","Trudno powiedzieć","5","6","7","7","6","7","7","6","6","3","7","6","6","6","2","6","2","4","6","6","6","Trudno powiedzieć","7","6","Mężczyzna","Tczew","Miasto 20 000-99 999 mieszkańców","pomorskie","Pracuję na etat (pełny lub część)",1,1,1,0,0,0,0,"",0,"","PC",NA,NA,"","00:00:04","00:00:09","00:00:07","","","00:00:03","00:00:06","","00:00:03","00:00:13","00:01:13","00:02:59","00:00:50","00:00:59","00:00:34","00:00:59","00:00:54","00:00:05","00:01:01","00:00:40","00:00:47","00:00:22","00:00:34","00:00:28","00:00:02","UKSW"
"409",100,400729637,"2024-01-28 12:39:47","2024-01-28 12:51:17","00:11:30","00:11:30","Archiwistyka i zarządzanie dokumentacją",NA,"Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","6","","5","7","7","7","6","6",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"","Katolicka tadycja Uczelni - przekształcona z ATK","Błogosławiony Patron, od którego pochodzi nazwa Uczelni","Lokalizacja - szczególnie Kampus na ul. Dewajtis","Oferowane kierunki studiów","Lokalizacja","Dobre skomunikowanie","6","6","6","7","7","7","6","7","6","7","7","7","7","6","6","3","6","6","6","4","Trudno powiedzieć","7","6","6","6","6","5","6","6","6","Kobieta","Łanięta","Wieś","łódzkie","Wykonuję umowy zlecenia, umowy o dzieło",1,1,1,0,0,0,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com/","00:00:14","00:00:16","00:00:05","00:00:04","","","00:00:05","","00:00:13","","00:00:19","","00:00:39","00:00:58","00:00:20","00:03:00","00:01:08","00:00:09","00:01:03","00:00:40","00:00:47","00:00:26","00:00:50","00:00:13","00:00:04","UKSW"
"410",101,400744292,"2024-01-28 20:12:16","2024-01-28 21:10:01","00:57:45","00:57:45","Dziennikarstwo i komunikacja społeczna",NA,"Stacjonarne","Pierwszy","Drugi","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Medyczny w Lublinie","Nie","","Tak","3","Przepływ informacji pomiędzy władzami uczelni / administracją a studentami","6","5","2","Nie jest to dla mnie istotne","Trudno powiedzieć","1",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","bardzo słaby przepływ informacji na linii administracja - student","żałosna walka o miejsca na specjalizacje","","jest w Warszawie","ma wolne miejsca w drugim naborze","","5","4","2","7","6","Trudno powiedzieć","1","1","5","7","7","Trudno powiedzieć","Trudno powiedzieć","5","2","1","7","6","2","5","1","3","1","1","2","2","1","1","1","Trudno powiedzieć","Kobieta","","Wieś","lubelskie","Wykonuję umowy zlecenia, umowy o dzieło",0,0,1,0,0,0,0,"",0,"Według samorządu studentów i władz, uczelnia nie jest katolicka a świecka","PC",NA,NA,"","00:01:30","00:00:09","00:00:07","00:00:03","","","00:00:11","00:00:27","00:00:04","","00:00:15","00:00:49","00:01:28","00:02:03","00:01:04","00:04:11","00:00:33","00:00:17","00:01:59","00:33:52","00:03:41","00:00:25","00:00:42","00:00:12","00:03:43","UKSW"
"411",102,400745834,"2024-01-28 21:41:14","2024-01-28 22:01:39","00:20:25","00:20:25","Ochrona środowiska",NA,"Stacjonarne","Pierwszy","Trzeci","","","To jest uczelnia pierwszego wyboru","","Nie","","Nie","1. Niska satysfakcja","3/4 zajęć jest kompletnie bezsensownych i nie wnoszą nic sensownego na tych studiach. Są to przedmioty wciskane tylko ze względu na katolicki profil uczelni. Nie rozumiem po co na zaliczenie mam czytać encykliki i pismo święte skoro nawet nie rozpatrujemy tego pod kątem ochrony środowiska. Inne przedmioty mają super założenia ale księża przez 2 lata zamiast prowadzić zajęcia, które powinni mówią nam o tym, że Niemcy chcą przejąć Polskę, Tusk jest zły a Żydzi powinni iść do gazu… Żenujące i studia tutaj to zmarnowany czas. Najbardziej szkoda jest kilku wykładowców które serią robią super zajęcia i poświęcają swój czas i miłość do swoich zajęć","5","2","1","Nie jest to dla mnie istotne","4","Nie jest to dla mnie istotne",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"","Nierespektowanie praw studentów","Nierealizowanie programu","Wiara, wiara, wiara","Humanistyczna specjalizacja na kierunku Ochrony Środowiska","Niskie progi punktowe","Bliski dojazd","3","7","7","3","1","1","7","1","3","1","1","1","1","1","5","7","4","2","1","Trudno powiedzieć","1","7","7","1","Trudno powiedzieć","7","7","3","4","Trudno powiedzieć","Kobieta","Warszawa","Miasto 500 000 i więcej mieszkańców","mazowieckie","Pracuję na etat (pełny lub część)",0,0,1,0,0,0,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com","00:09:40","00:00:11","00:00:04","00:00:03","","","00:00:05","","00:00:11","","00:00:15","00:03:09","00:00:47","00:00:32","00:00:17","00:00:46","00:01:11","00:00:20","00:00:46","00:00:36","00:00:40","00:00:20","00:00:24","00:00:08","00:00:03","UKSW"
"412",103,400747844,"2024-01-29 00:01:45","2024-01-29 00:10:29","00:08:44","00:08:44","Prawo kanoniczne",NA,"Stacjonarne","Jednolite studia magisterskie","","","Piąty","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet Warszawski","Tak","7. Wysoka satysfakcja","","Nie jest to dla mnie istotne","7","7","Nie jest to dla mnie istotne","7","Nie jest to dla mnie istotne",1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,"","Indywidualnie podejście do studenta","Otwartość na inne poglądy","","Prowadzenie kierunku moich studiów","","","7","5","7","7","7","7","7","7","7","7","7","7","7","7","Trudno powiedzieć","Trudno powiedzieć","7","7","7","1","1","7","1","5","7","7","Trudno powiedzieć","7","7","7","Kobieta","Inowrocław","Miasto 20 000-99 999 mieszkańców","kujawsko-pomorskie","Pracuję na etat (pełny lub część)",0,1,1,0,0,0,0,"",0,"","Mobile",NA,NA,"","00:00:26","00:00:17","00:00:06","","","00:00:02","00:00:10","","00:00:06","00:00:15","00:00:15","","00:00:40","00:00:38","00:00:17","00:00:58","00:00:49","00:00:10","00:00:48","00:00:42","00:00:49","00:00:23","00:00:32","00:00:19","00:00:02","UKSW"
"413",104,400840067,"2024-01-29 08:54:51","2024-01-29 09:03:31","00:08:40","00:08:40","Politologia",NA,"Stacjonarne","Pierwszy","Drugi","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Warszawski","Nie","","Tak","7. Wysoka satysfakcja","","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Za bardzo klerykalna może być trochę bardziej laicka i mniej filosemicka","Syjonizm","klerykalizm i fanatyzm katolicki","Judeobolszewizm","sam nie wiem","sam nie wiem","sam nie wiem","3","4","Trudno powiedzieć","2","2","7","7","4","7","1","1","1","1","1","1","7","1","3","3","3","3","2","2","2","2","6","3","3","1","1","Mężczyzna","Osowiec","Wieś","mazowieckie","Nie pracuję",0,0,0,0,0,1,0,"",0,"Najgorzej to, że niby tolerancja na uczelni a cenzurują mnie za nielubienie Żydów, Bolszewików, Komunistów i Kościoła Katolickiego. Potrzeba więcej tolerancji.","PC",NA,NA,"https://poczta.onet.pl/","00:00:12","00:00:19","00:00:12","00:00:05","","","00:00:11","00:00:16","00:00:06","","00:00:15","","00:00:25","00:00:43","00:00:41","00:00:34","00:00:33","00:00:13","00:00:46","00:00:32","00:00:22","00:00:19","00:00:34","00:00:10","00:01:12","UKSW"
"414",105,400848758,"2024-01-29 10:20:38","2024-01-29 10:32:47","00:12:09","00:12:09","Politologia",NA,"Stacjonarne","Drugi","","Drugi","","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet Państwowy w Niżnym Nowogrodzie (Rosja, Niżny Novgorod)","Tak","4","Pomagać cudzoziemcom, jak na UW przynajmniej.","6","7","7","Trudno powiedzieć","Trudno powiedzieć","7",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"","Mało cudzoziemców","Bardziej Polska","Krzyży na ścianach, na końcu miasta","Żeby mnie nie wyrzucili z kraju :)))","Żeby łatwo było się dostać","Żeby było dużo cudzoziemców oprócz mnie………","Trudno powiedzieć","7","6","5","5","5","7","Trudno powiedzieć","7","7","4","1","3","1","4","3","7","3","4","2","Trudno powiedzieć","3","7","5","3","6","5","6","7","7","Kobieta","Niżny Nowogród ROSJA NAWET W TYM FORMULARZY NIE MOŻNA NAPISAĆ ZAGRANICA!!!!!","Miasto 500 000 i więcej mieszkańców","mazowieckie","Nie pracuję",0,1,0,0,0,0,1,"Chrześcijanka prawosławna",0,"Moja uczelnia jest dobra. Już nie ma takiego żeby była katolicka. Księży nie noszą koloratkę i nie uznawaną, że są księżmi. Spotykam się z osobami z zagranicy tylko na przedmiocie język polski dla cudzoziemców. Lektorat z języka polskiego jest super na tej uczelni. Tylko żadnej pomocy dla osób z zagranicy nie ma. Ogunów w językach obcych w odróżnieniu od UW nie ma. Nas traktują tak samo, nie zwracając uwagi, że nawet z dobrym polskim wszystkiego znać nie możemy. To jest wada tej uczelni - brak wsparcia takich osób i ich potrzebom. Kilku moich znajomych obcokrajowców już wyrzucili z uczelni, nie dali zaliczyć przedmioty.","Mobile",NA,NA,"","00:00:06","00:00:08","00:00:06","","00:00:03","","00:00:06","","00:00:03","00:00:28","00:00:23","00:00:12","00:00:36","00:00:27","00:00:26","00:00:43","00:00:34","00:00:03","00:00:59","00:00:39","00:00:43","00:00:22","00:01:04","00:00:51","00:03:07","UKSW"
"415",106,400848767,"2024-01-29 10:27:15","2024-01-29 10:33:00","00:05:45","00:05:45","Politologia",NA,"Stacjonarne","Pierwszy","Trzeci","","","To jest uczelnia pierwszego wyboru","","Tak","SGH","Nie","6","","5","5","4","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Uczelnia bez charakteru","Z dala od centrum miasta","Duży parking","Łatwy dojazd","Duży parking","Smaczne jedzenie w kantynie","Szybki dojazd","Trudno powiedzieć","5","5","Trudno powiedzieć","Trudno powiedzieć","5","6","Trudno powiedzieć","Trudno powiedzieć","6","6","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","7","5","5","Trudno powiedzieć","6","Trudno powiedzieć","7","6","6","7","1","4","Trudno powiedzieć","6","Mężczyzna","Berlin","Miasto 500 000 i więcej mieszkańców","mazowieckie","Pracuję na etat (pełny lub część)",0,0,0,0,0,0,1,"Człowiek",0,"Jest w porządku","PC",NA,NA,"","00:00:06","00:00:05","00:00:09","00:00:03","","","00:00:05","","00:00:04","00:00:05","00:00:14","","00:00:19","00:00:17","00:00:30","00:00:26","00:00:26","00:00:06","00:00:33","00:00:30","00:00:32","00:00:23","00:00:23","00:00:17","00:00:12","UKSW"
"416",107,400849850,"2024-01-29 10:28:53","2024-01-29 10:44:59","00:16:06","00:16:06","Bibliotekarstwo",NA,"Stacjonarne","Drugi","","Drugi","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Warszawski","Tak","Uniwersytet Jagielloński i Uniwersytet Warszawski","Nie","3","poziom nauczania oraz otwarcie na większą różnorodność światopoglądową","3","2","6","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","niższy poziom nauczania","","","darmowe studia","","","2","7","7","2","1","6","6","Trudno powiedzieć","Trudno powiedzieć","1","1","2","1","Trudno powiedzieć","Trudno powiedzieć","7","7","2","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","7","7","7","7","7","4","2","Trudno powiedzieć","Trudno powiedzieć","Wolę nie podawać","","Miasto 500 000 i więcej mieszkańców","mazowieckie","Pracuję na etat (pełny lub część)",0,0,0,1,0,0,0,"",0,"","PC",NA,NA,"","00:09:34","00:00:08","00:00:04","","00:00:02","","00:00:02","00:00:02","00:00:01","00:00:02","00:00:07","00:00:15","00:00:51","00:00:26","00:00:38","00:00:19","00:00:09","00:00:10","00:00:54","00:00:46","00:00:37","00:00:22","00:00:24","00:00:09","00:00:04","UKSW"
